   ILREP   N   L
   -----   -   -
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.40E-34  8.26E-24  7.83E-19  3.65E-16  1.61E-15
             2.03E-15  1.11E-15  5.08E-16  2.05E-16  5.59E-17  2.03E-17  7.27E-18  1.85E-18  6.57E-19
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.36E-34  4.28E-24  4.61E-19  2.35E-16  1.10E-15
             1.46E-15  8.35E-16  3.89E-16  1.58E-16  4.35E-17  1.58E-17  5.66E-18  1.44E-18  5.12E-19
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.78E-34  1.32E-23  1.48E-18  7.57E-16  3.41E-15
             4.33E-15  2.36E-15  1.08E-15  4.35E-16  1.19E-16  4.31E-17  1.54E-17  3.93E-18  1.39E-18
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.53E-34  1.23E-23  1.37E-18  6.90E-16  3.07E-15
             3.86E-15  2.09E-15  9.52E-16  3.82E-16  1.04E-16  3.78E-17  1.35E-17  3.45E-18  1.22E-18
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.80E-34  6.28E-24  6.99E-19  3.52E-16  1.57E-15
             1.97E-15  1.06E-15  4.84E-16  1.94E-16  5.30E-17  1.92E-17  6.89E-18  1.76E-18  6.22E-19
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.42E-35  5.17E-25  6.00E-20  3.16E-17  1.46E-16
             1.90E-16  1.07E-16  4.92E-17  1.99E-17  5.46E-18  1.98E-18  7.11E-19  1.81E-19  6.43E-20
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-34  5.03E-24  6.14E-19  3.33E-16  1.54E-15
             1.99E-15  1.10E-15  5.08E-16  2.05E-16  5.60E-17  2.03E-17  7.29E-18  1.86E-18  6.59E-19
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.13E-35  2.25E-24  2.80E-19  1.55E-16  7.54E-16
             1.03E-15  5.99E-16  2.81E-16  1.15E-16  3.16E-17  1.15E-17  4.13E-18  1.05E-18  3.73E-19
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-34  7.84E-24  1.03E-18  5.74E-16  2.66E-15
             3.43E-15  1.89E-15  8.69E-16  3.50E-16  9.58E-17  3.48E-17  1.24E-17  3.17E-18  1.13E-18
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.69E-34  8.44E-24  1.12E-18  6.29E-16  2.90E-15
             3.71E-15  2.03E-15  9.27E-16  3.73E-16  1.02E-16  3.70E-17  1.32E-17  3.37E-18  1.20E-18
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.99E-35  4.53E-24  6.04E-19  3.39E-16  1.57E-15
             2.00E-15  1.09E-15  5.00E-16  2.01E-16  5.49E-17  1.99E-17  7.14E-18  1.82E-18  6.45E-19
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.76E-36  2.77E-25  3.62E-20  2.04E-17  9.70E-17
             1.29E-16  7.33E-17  3.41E-17  1.38E-17  3.80E-18  1.38E-18  4.96E-19  1.26E-19  4.48E-20
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.28E-35  2.75E-24  3.74E-19  2.14E-16  1.01E-15
             1.32E-15  7.36E-16  3.39E-16  1.37E-16  3.75E-17  1.36E-17  4.88E-18  1.24E-18  4.41E-19
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.79E-35  1.67E-24  2.43E-19  1.48E-16  7.35E-16
             1.01E-15  5.95E-16  2.80E-16  1.14E-16  3.15E-17  1.15E-17  4.11E-18  1.05E-18  3.72E-19
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.16E-35  5.91E-24  8.94E-19  5.43E-16  2.59E-15
             3.39E-15  1.88E-15  8.67E-16  3.50E-16  9.58E-17  3.48E-17  1.25E-17  3.18E-18  1.13E-18
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-34  6.59E-24  1.01E-18  6.13E-16  2.91E-15
             3.77E-15  2.08E-15  9.52E-16  3.83E-16  1.05E-16  3.81E-17  1.36E-17  3.48E-18  1.23E-18
    55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.46E-35  3.62E-24  5.54E-19  3.38E-16  1.60E-15
             2.07E-15  1.14E-15  5.24E-16  2.11E-16  5.77E-17  2.09E-17  7.50E-18  1.91E-18  6.78E-19
    57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.33E-36  2.13E-25  3.22E-20  1.97E-17  9.61E-17
             1.29E-16  7.38E-17  3.44E-17  1.40E-17  3.84E-18  1.40E-18  5.00E-19  1.28E-19  4.52E-20
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.11E-35  2.12E-24  3.29E-19  2.04E-16  9.87E-16
             1.30E-15  7.30E-16  3.37E-16  1.36E-16  3.73E-17  1.36E-17  4.86E-18  1.24E-18  4.39E-19
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.76E-35  1.33E-24  2.18E-19  1.42E-16  7.24E-16
             1.01E-15  5.95E-16  2.80E-16  1.15E-16  3.16E-17  1.15E-17  4.13E-18  1.05E-18  3.74E-19
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.95E-35  4.76E-24  8.02E-19  5.20E-16  2.53E-15
             3.35E-15  1.87E-15  8.64E-16  3.49E-16  9.57E-17  3.47E-17  1.24E-17  3.17E-18  1.13E-18
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.71E-35  5.46E-24  9.26E-19  6.01E-16  2.91E-15
             3.81E-15  2.11E-15  9.71E-16  3.91E-16  1.07E-16  3.89E-17  1.39E-17  3.55E-18  1.26E-18
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.72E-35  3.04E-24  5.17E-19  3.35E-16  1.62E-15
             2.12E-15  1.18E-15  5.42E-16  2.18E-16  5.97E-17  2.17E-17  7.77E-18  1.98E-18  7.02E-19
    64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.19E-36  1.75E-25  2.94E-20  1.92E-17  9.56E-17
             1.30E-16  7.46E-17  3.48E-17  1.41E-17  3.89E-18  1.42E-18  5.07E-19  1.29E-19  4.59E-20
    65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.07E-35  1.73E-24  2.98E-19  1.97E-16  9.70E-16
             1.29E-15  7.28E-16  3.37E-16  1.36E-16  3.73E-17  1.36E-17  4.86E-18  1.24E-18  4.39E-19
    66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.23E-35  1.12E-24  2.01E-19  1.38E-16  7.13E-16
             1.00E-15  5.92E-16  2.79E-16  1.14E-16  3.15E-17  1.15E-17  4.12E-18  1.05E-18  3.73E-19
    67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.25E-35  4.03E-24  7.37E-19  5.02E-16  2.49E-15
             3.32E-15  1.87E-15  8.62E-16  3.49E-16  9.56E-17  3.47E-17  1.24E-17  3.17E-18  1.12E-18
    68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.92E-35  4.71E-24  8.67E-19  5.90E-16  2.91E-15
             3.83E-15  2.14E-15  9.84E-16  3.97E-16  1.09E-16  3.95E-17  1.41E-17  3.60E-18  1.28E-18
    69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.76E-35  2.65E-24  4.89E-19  3.33E-16  1.64E-15
             2.16E-15  1.20E-15  5.54E-16  2.24E-16  6.12E-17  2.22E-17  7.96E-18  2.03E-18  7.20E-19
    71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.58E-36  1.49E-25  2.73E-20  1.88E-17  9.51E-17
             1.30E-16  7.51E-17  3.51E-17  1.43E-17  3.93E-18  1.43E-18  5.13E-19  1.31E-19  4.64E-20
    72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-35  1.48E-24  2.76E-19  1.91E-16  9.57E-16
             1.28E-15  7.28E-16  3.37E-16  1.36E-16  3.74E-17  1.36E-17  4.87E-18  1.24E-18  4.41E-19
    73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.33E-36  9.75E-25  1.88E-19  1.35E-16  7.06E-16
             9.99E-16  5.93E-16  2.80E-16  1.15E-16  3.17E-17  1.15E-17  4.14E-18  1.06E-18  3.74E-19
    74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.26E-35  3.52E-24  6.88E-19  4.88E-16  2.45E-15
             3.29E-15  1.86E-15  8.60E-16  3.48E-16  9.54E-17  3.46E-17  1.24E-17  3.17E-18  1.12E-18
    75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.84E-35  4.18E-24  8.21E-19  5.82E-16  2.90E-15
             3.85E-15  2.16E-15  9.94E-16  4.01E-16  1.10E-16  3.99E-17  1.43E-17  3.64E-18  1.29E-18
    76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.17E-35  2.37E-24  4.66E-19  3.30E-16  1.65E-15
             2.18E-15  1.22E-15  5.63E-16  2.27E-16  6.23E-17  2.26E-17  8.10E-18  2.07E-18  7.32E-19
    78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-36  1.35E-25  2.64E-20  1.89E-17  9.69E-17
             1.33E-16  7.72E-17  3.61E-17  1.47E-17  4.05E-18  1.47E-18  5.28E-19  1.35E-19  4.78E-20
    79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.18E-35  1.31E-24  2.61E-19  1.88E-16  9.53E-16
             1.29E-15  7.32E-16  3.39E-16  1.37E-16  3.77E-17  1.37E-17  4.91E-18  1.25E-18  4.44E-19
    80       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.45E-36  8.72E-25  1.78E-19  1.32E-16  7.00E-16
             9.95E-16  5.93E-16  2.80E-16  1.15E-16  3.17E-17  1.15E-17  4.14E-18  1.06E-18  3.75E-19
    81       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.62E-35  3.15E-24  6.50E-19  4.76E-16  2.42E-15
             3.26E-15  1.85E-15  8.56E-16  3.47E-16  9.51E-17  3.45E-17  1.24E-17  3.16E-18  1.12E-18
    82       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.14E-35  3.80E-24  7.86E-19  5.74E-16  2.89E-15
             3.86E-15  2.17E-15  1.00E-15  4.04E-16  1.11E-16  4.02E-17  1.44E-17  3.67E-18  1.30E-18
    83       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.78E-35  2.16E-24  4.48E-19  3.27E-16  1.65E-15
             2.20E-15  1.23E-15  5.70E-16  2.30E-16  6.30E-17  2.29E-17  8.20E-18  2.09E-18  7.41E-19
    85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-36  1.21E-25  2.51E-20  1.85E-17  9.60E-17
             1.33E-16  7.72E-17  3.61E-17  1.47E-17  4.05E-18  1.47E-18  5.29E-19  1.35E-19  4.78E-20
    86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.62E-36  1.19E-24  2.48E-19  1.84E-16  9.42E-16
             1.28E-15  7.30E-16  3.39E-16  1.37E-16  3.77E-17  1.37E-17  4.91E-18  1.25E-18  4.44E-19
    87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.28E-36  8.07E-25  1.72E-19  1.31E-16  7.03E-16
             1.00E-15  6.00E-16  2.84E-16  1.16E-16  3.21E-17  1.17E-17  4.20E-18  1.07E-18  3.80E-19
    88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.20E-35  2.88E-24  6.20E-19  4.66E-16  2.39E-15
             3.24E-15  1.84E-15  8.53E-16  3.45E-16  9.47E-17  3.44E-17  1.23E-17  3.15E-18  1.12E-18
    89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.66E-35  3.50E-24  7.57E-19  5.67E-16  2.88E-15
             3.86E-15  2.18E-15  1.00E-15  4.06E-16  1.11E-16  4.04E-17  1.45E-17  3.69E-18  1.31E-18
    90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-35  2.00E-24  4.32E-19  3.24E-16  1.65E-15
             2.21E-15  1.24E-15  5.73E-16  2.32E-16  6.35E-17  2.30E-17  8.26E-18  2.11E-18  7.47E-19
    92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.47E-37  1.11E-25  2.40E-20  1.82E-17  9.51E-17
             1.32E-16  7.69E-17  3.61E-17  1.47E-17  4.05E-18  1.47E-18  5.28E-19  1.35E-19  4.78E-20
    93       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.12E-36  1.09E-24  2.37E-19  1.80E-16  9.32E-16
             1.27E-15  7.26E-16  3.37E-16  1.37E-16  3.76E-17  1.36E-17  4.89E-18  1.25E-18  4.42E-19
    94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.38E-36  7.46E-25  1.66E-19  1.29E-16  6.95E-16
             9.94E-16  5.94E-16  2.81E-16  1.15E-16  3.18E-17  1.16E-17  4.15E-18  1.06E-18  3.76E-19
    95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.91E-35  2.69E-24  6.00E-19  4.61E-16  2.38E-15
             3.23E-15  1.84E-15  8.55E-16  3.46E-16  9.50E-17  3.45E-17  1.24E-17  3.16E-18  1.12E-18
    96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.31E-35  3.27E-24  7.32E-19  5.61E-16  2.87E-15
             3.86E-15  2.18E-15  1.01E-15  4.07E-16  1.12E-16  4.05E-17  1.45E-17  3.70E-18  1.31E-18
    97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.32E-35  1.87E-24  4.19E-19  3.21E-16  1.64E-15
             2.21E-15  1.25E-15  5.75E-16  2.32E-16  6.37E-17  2.31E-17  8.29E-18  2.11E-18  7.50E-19
    99       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.32E-37  1.03E-25  2.31E-20  1.79E-17  9.41E-17
             1.31E-16  7.65E-17  3.59E-17  1.46E-17  4.03E-18  1.46E-18  5.25E-19  1.34E-19  4.75E-20
   100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.05E-36  1.01E-24  2.29E-19  1.77E-16  9.23E-16
             1.26E-15  7.22E-16  3.36E-16  1.36E-16  3.74E-17  1.36E-17  4.87E-18  1.24E-18  4.40E-19
   101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.73E-36  6.99E-25  1.60E-19  1.27E-16  6.86E-16
             9.80E-16  5.84E-16  2.76E-16  1.13E-16  3.12E-17  1.14E-17  4.08E-18  1.04E-18  3.69E-19
   102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.68E-35  2.51E-24  5.79E-19  4.53E-16  2.35E-15
             3.20E-15  1.83E-15  8.48E-16  3.44E-16  9.44E-17  3.43E-17  1.23E-17  3.14E-18  1.11E-18
   103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.06E-35  3.09E-24  7.12E-19  5.55E-16  2.86E-15
             3.86E-15  2.18E-15  1.01E-15  4.07E-16  1.12E-16  4.06E-17  1.45E-17  3.71E-18  1.31E-18
   104       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.18E-35  1.77E-24  4.07E-19  3.17E-16  1.63E-15
             2.20E-15  1.25E-15  5.75E-16  2.33E-16  6.38E-17  2.32E-17  8.30E-18  2.12E-18  7.50E-19
   106       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.46E-37  9.68E-26  2.23E-20  1.76E-17  9.32E-17
             1.30E-16  7.60E-17  3.57E-17  1.45E-17  4.00E-18  1.46E-18  5.23E-19  1.33E-19  4.73E-20
   107       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.25E-36  9.53E-25  2.22E-19  1.75E-16  9.14E-16
             1.25E-15  7.18E-16  3.34E-16  1.35E-16  3.72E-17  1.35E-17  4.85E-18  1.24E-18  4.38E-19
   108       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.24E-36  6.61E-25  1.56E-19  1.25E-16  6.79E-16
             9.71E-16  5.79E-16  2.74E-16  1.12E-16  3.09E-17  1.13E-17  4.04E-18  1.03E-18  3.66E-19
   109       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-35  2.37E-24  5.60E-19  4.45E-16  2.32E-15
             3.17E-15  1.81E-15  8.41E-16  3.41E-16  9.36E-17  3.40E-17  1.22E-17  3.11E-18  1.10E-18
   110       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.94E-35  3.07E-24  7.25E-19  5.73E-16  2.97E-15
             4.01E-15  2.27E-15  1.05E-15  4.25E-16  1.17E-16  4.23E-17  1.52E-17  3.87E-18  1.37E-18
   111       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-35  1.68E-24  3.97E-19  3.14E-16  1.62E-15
             2.19E-15  1.24E-15  5.74E-16  2.32E-16  6.37E-17  2.31E-17  8.29E-18  2.11E-18  7.49E-19
   113       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.81E-37  9.17E-26  2.17E-20  1.74E-17  9.24E-17
             1.29E-16  7.57E-17  3.55E-17  1.45E-17  3.99E-18  1.45E-18  5.20E-19  1.33E-19  4.71E-20
   114       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.65E-36  9.04E-25  2.15E-19  1.73E-16  9.07E-16
             1.25E-15  7.15E-16  3.33E-16  1.35E-16  3.71E-17  1.35E-17  4.83E-18  1.23E-18  4.37E-19
   115       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.86E-36  6.30E-25  1.52E-19  1.24E-16  6.74E-16
             9.66E-16  5.77E-16  2.73E-16  1.12E-16  3.09E-17  1.12E-17  4.03E-18  1.03E-18  3.65E-19
   116       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.37E-35  2.25E-24  5.44E-19  4.38E-16  2.29E-15
             3.14E-15  1.80E-15  8.34E-16  3.38E-16  9.29E-17  3.38E-17  1.21E-17  3.09E-18  1.09E-18
   117       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.77E-35  2.92E-24  7.05E-19  5.65E-16  2.94E-15
             3.98E-15  2.26E-15  1.04E-15  4.22E-16  1.16E-16  4.21E-17  1.51E-17  3.84E-18  1.36E-18
   118       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.72E-36  1.60E-24  3.87E-19  3.10E-16  1.61E-15
             2.18E-15  1.24E-15  5.72E-16  2.31E-16  6.34E-17  2.30E-17  8.25E-18  2.11E-18  7.46E-19
   120       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.29E-37  8.72E-26  2.11E-20  1.71E-17  9.13E-17
             1.28E-16  7.50E-17  3.52E-17  1.43E-17  3.95E-18  1.44E-18  5.16E-19  1.32E-19  4.67E-20
   121       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.17E-36  8.63E-25  2.10E-19  1.70E-16  8.99E-16
             1.24E-15  7.12E-16  3.31E-16  1.34E-16  3.69E-17  1.34E-17  4.81E-18  1.23E-18  4.35E-19
   122       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.56E-36  6.04E-25  1.48E-19  1.22E-16  6.68E-16
             9.56E-16  5.71E-16  2.70E-16  1.10E-16  3.05E-17  1.11E-17  3.98E-18  1.02E-18  3.60E-19
   123       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.26E-35  2.15E-24  5.29E-19  4.31E-16  2.27E-15
             3.11E-15  1.78E-15  8.27E-16  3.35E-16  9.21E-17  3.35E-17  1.20E-17  3.06E-18  1.08E-18
   124       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.63E-35  2.80E-24  6.87E-19  5.57E-16  2.90E-15
             3.95E-15  2.24E-15  1.04E-15  4.19E-16  1.15E-16  4.18E-17  1.50E-17  3.82E-18  1.35E-18
   125       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.52E-36  1.63E-24  4.01E-19  3.24E-16  1.69E-15
             2.30E-15  1.30E-15  6.03E-16  2.44E-16  6.69E-17  2.43E-17  8.71E-18  2.22E-18  7.87E-19
   127       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.88E-37  8.35E-26  2.06E-20  1.69E-17  9.05E-17
             1.27E-16  7.45E-17  3.50E-17  1.43E-17  3.93E-18  1.43E-18  5.13E-19  1.31E-19  4.64E-20
   128       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.79E-36  8.29E-25  2.06E-19  1.69E-16  8.92E-16
             1.23E-15  7.08E-16  3.30E-16  1.34E-16  3.68E-17  1.34E-17  4.79E-18  1.22E-18  4.33E-19
   129       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.31E-36  5.82E-25  1.45E-19  1.21E-16  6.63E-16
             9.52E-16  5.68E-16  2.69E-16  1.10E-16  3.04E-17  1.11E-17  3.97E-18  1.01E-18  3.59E-19
   130       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-35  2.07E-24  5.16E-19  4.24E-16  2.24E-15
             3.08E-15  1.76E-15  8.20E-16  3.32E-16  9.13E-17  3.32E-17  1.19E-17  3.03E-18  1.08E-18
   131       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-35  2.69E-24  6.72E-19  5.49E-16  2.87E-15
             3.91E-15  2.22E-15  1.03E-15  4.16E-16  1.14E-16  4.15E-17  1.49E-17  3.79E-18  1.34E-18
   132       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.82E-36  1.56E-24  3.89E-19  3.18E-16  1.66E-15
             2.26E-15  1.29E-15  5.95E-16  2.41E-16  6.60E-17  2.40E-17  8.59E-18  2.19E-18  7.77E-19
   134       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.55E-37  8.04E-26  2.01E-20  1.67E-17  8.97E-17
             1.26E-16  7.40E-17  3.47E-17  1.42E-17  3.91E-18  1.42E-18  5.10E-19  1.30E-19  4.61E-20
   135       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.47E-36  7.99E-25  2.01E-19  1.67E-16  8.85E-16
             1.22E-15  7.04E-16  3.28E-16  1.33E-16  3.66E-17  1.33E-17  4.77E-18  1.22E-18  4.31E-19
   136       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.11E-36  5.63E-25  1.42E-19  1.20E-16  6.59E-16
             9.47E-16  5.66E-16  2.68E-16  1.10E-16  3.03E-17  1.10E-17  3.96E-18  1.01E-18  3.58E-19
