SEQ='C '     NUCCHG= 8                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  15626082.5   NPRNTI= 5   NPRNTF= 8
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P1             (2)1( 0.5)        0.0 
     2          2S2 2P1             (2)1( 1.5)      345.6 
     3          2S1 2P2             (4)1( 0.5)    66324.9 
     4          2S1 2P2             (4)1( 1.5)    66445.7 
     5          2S1 2P2             (4)1( 2.5)    66645.8 
     6          2S1 2P2             (2)2( 1.5)   130918.0*
     7          2S1 2P2             (2)2( 2.5)   130919.1*
     8          2S1 2P2             (2)1( 0.5)   168711.6*

   IC RESOLVED LEVEL INDEXING           BWNR=  15798840.8   NLVL= 941
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
             3.25E-16  6.12E-16  4.25E-16  2.11E-16  6.53E-17  2.47E-17  9.04E-18  2.33E-18  8.30E-19
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.65E-36  6.16E-26  1.40E-19  3.19E-17
             3.11E-16  5.88E-16  4.08E-16  2.02E-16  6.28E-17  2.38E-17  8.69E-18  2.24E-18  7.99E-19
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.94E-36  4.50E-26  1.26E-19  2.97E-17
             2.91E-16  5.51E-16  3.83E-16  1.90E-16  5.89E-17  2.23E-17  8.15E-18  2.11E-18  7.49E-19
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.85E-36  3.19E-26  1.13E-19  2.75E-17
             2.71E-16  5.13E-16  3.56E-16  1.77E-16  5.48E-17  2.08E-17  7.59E-18  1.96E-18  6.98E-19
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.24E-36  2.17E-26  9.68E-20  2.40E-17
             2.37E-16  4.50E-16  3.13E-16  1.55E-16  4.81E-17  1.82E-17  6.66E-18  1.72E-18  6.12E-19
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.04E-36  1.40E-26  8.11E-20  2.05E-17
             2.03E-16  3.85E-16  2.68E-16  1.33E-16  4.12E-17  1.56E-17  5.70E-18  1.47E-18  5.24E-19
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.10E-36  7.77E-27  5.95E-20  1.53E-17
             1.51E-16  2.87E-16  1.99E-16  9.89E-17  3.07E-17  1.16E-17  4.25E-18  1.10E-18  3.90E-19
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.27E-37  5.21E-27  4.67E-20  1.21E-17
             1.19E-16  2.27E-16  1.57E-16  7.81E-17  2.42E-17  9.17E-18  3.35E-18  8.66E-19  3.08E-19
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.72E-37  2.76E-27  3.11E-20  8.09E-18
             8.01E-17  1.52E-16  1.06E-16  5.24E-17  1.63E-17  6.15E-18  2.25E-18  5.81E-19  2.07E-19
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.40E-37  1.81E-27  2.27E-20  5.90E-18
             5.83E-17  1.11E-16  7.68E-17  3.81E-17  1.18E-17  4.47E-18  1.63E-18  4.22E-19  1.50E-19
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.27E-37  9.83E-28  1.41E-20  3.65E-18
             3.61E-17  6.83E-17  4.74E-17  2.35E-17  7.29E-18  2.76E-18  1.01E-18  2.60E-19  9.27E-20
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.85E-38  6.15E-28  9.45E-21  2.45E-18
             2.42E-17  4.57E-17  3.17E-17  1.57E-17  4.87E-18  1.84E-18  6.74E-19  1.74E-19  6.19E-20
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.47E-38  2.16E-28  4.93E-21  1.28E-18
             1.26E-17  2.38E-17  1.65E-17  8.17E-18  2.53E-18  9.58E-19  3.50E-19  9.05E-20  3.22E-20
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-38  1.34E-28  3.21E-21  8.31E-19
             8.16E-18  1.54E-17  1.07E-17  5.29E-18  1.64E-18  6.20E-19  2.27E-19  5.86E-20  2.08E-20
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.31E-39  6.55E-29  1.69E-21  4.36E-19
             4.27E-18  8.03E-18  5.56E-18  2.76E-18  8.54E-19  3.23E-19  1.18E-19  3.05E-20  1.09E-20
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.35E-39  3.96E-29  1.07E-21  2.75E-19
             2.68E-18  5.04E-18  3.49E-18  1.73E-18  5.35E-19  2.03E-19  7.41E-20  1.91E-20  6.81E-21
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.18E-40  1.03E-29  5.11E-22  1.32E-19
             1.29E-18  2.42E-18  1.67E-18  8.28E-19  2.57E-19  9.71E-20  3.55E-20  9.16E-21  3.26E-21
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.61E-40  6.79E-30  3.41E-22  8.80E-20
             8.57E-19  1.61E-18  1.11E-18  5.51E-19  1.71E-19  6.46E-20  2.36E-20  6.10E-21  2.17E-21
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.47E-40  3.73E-30  1.91E-22  4.93E-20
             4.80E-19  9.01E-19  6.24E-19  3.09E-19  9.56E-20  3.62E-20  1.32E-20  3.42E-21  1.22E-21

                                                                                     --------------------------
                                                                                     PRTF= 3  LVLPRT= (4P  0.5)
   ILREP
   -----
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.58E-37  2.41E-28  1.08E-20  2.98E-16  5.51E-15
             1.51E-14  1.36E-14  7.44E-15  3.27E-15  9.45E-16  3.49E-16  1.26E-16  3.24E-17  1.15E-17
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.55E-39  3.26E-26  1.08E-19  8.05E-16  1.54E-14
             4.78E-14  4.74E-14  2.68E-14  1.20E-14  3.49E-15  1.30E-15  4.69E-16  1.20E-16  4.27E-17
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.29E-43  7.92E-29  5.55E-21  2.97E-16  1.05E-14
             4.22E-14  4.84E-14  2.86E-14  1.31E-14  3.86E-15  1.44E-15  5.22E-16  1.34E-16  4.77E-17
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.56E-33  2.35E-23  1.66E-17  1.28E-15
             7.05E-15  9.36E-15  5.76E-15  2.69E-15  8.03E-16  3.00E-16  1.09E-16  2.81E-17  9.98E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.40E-33  3.32E-23  2.88E-17  2.34E-15
             1.34E-14  1.83E-14  1.14E-14  5.34E-15  1.60E-15  5.98E-16  2.18E-16  5.60E-17  1.99E-17
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.73E-33  3.01E-23  5.55E-17  5.74E-15
             3.65E-14  5.27E-14  3.34E-14  1.58E-14  4.76E-15  1.78E-15  6.49E-16  1.67E-16  5.94E-17
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.31E-34  2.61E-23  4.24E-17  4.19E-15
             2.67E-14  3.91E-14  2.49E-14  1.18E-14  3.56E-15  1.34E-15  4.87E-16  1.25E-16  4.46E-17
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.57E-35  9.76E-25  2.88E-18  3.53E-16
             2.50E-15  3.91E-15  2.54E-15  1.22E-15  3.70E-16  1.39E-16  5.07E-17  1.31E-17  4.65E-18
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.95E-35  2.69E-24  5.88E-18  5.38E-16
             3.33E-15  4.85E-15  3.09E-15  1.47E-15  4.43E-16  1.66E-16  6.05E-17  1.56E-17  5.54E-18
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.95E-35  2.62E-24  9.01E-18  1.07E-15
             7.61E-15  1.19E-14  7.77E-15  3.73E-15  1.13E-15  4.26E-16  1.55E-16  4.00E-17  1.42E-17
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.20E-35  3.73E-24  1.20E-17  1.25E-15
             8.34E-15  1.27E-14  8.19E-15  3.92E-15  1.19E-15  4.47E-16  1.63E-16  4.19E-17  1.49E-17
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-35  2.64E-24  7.43E-18  6.24E-16
             3.53E-15  4.79E-15  2.98E-15  1.40E-15  4.18E-16  1.57E-16  5.69E-17  1.46E-17  5.21E-18
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.55E-37  1.82E-25  1.50E-18  2.60E-16
             2.16E-15  3.70E-15  2.48E-15  1.21E-15  3.70E-16  1.39E-16  5.09E-17  1.31E-17  4.67E-18
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.33E-36  7.64E-25  3.55E-18  4.10E-16
             2.84E-15  4.42E-15  2.87E-15  1.38E-15  4.19E-16  1.58E-16  5.75E-17  1.48E-17  5.27E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.73E-36  1.11E-24  6.77E-18  9.41E-16
             7.22E-15  1.19E-14  7.88E-15  3.82E-15  1.17E-15  4.39E-16  1.60E-16  4.13E-17  1.47E-17
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.59E-36  1.19E-24  6.23E-18  6.97E-16
             4.69E-15  7.14E-15  4.61E-15  2.21E-15  6.70E-16  2.52E-16  9.17E-17  2.36E-17  8.41E-18
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.10E-36  9.98E-25  4.84E-18  4.66E-16
             2.75E-15  3.79E-15  2.36E-15  1.11E-15  3.33E-16  1.25E-16  4.53E-17  1.17E-17  4.14E-18
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.20E-37  1.53E-25  7.39E-19  7.08E-17
             4.15E-16  5.69E-16  3.54E-16  1.66E-16  4.97E-17  1.86E-17  6.76E-18  1.74E-18  6.19E-19
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.74E-38  5.18E-26  3.62E-19  4.98E-17
             3.81E-16  6.30E-16  4.18E-16  2.03E-16  6.21E-17  2.34E-17  8.54E-18  2.20E-18  7.84E-19
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.03E-37  1.41E-25  9.98E-19  1.30E-16
             9.54E-16  1.53E-15  1.01E-15  4.87E-16  1.49E-16  5.59E-17  2.04E-17  5.26E-18  1.87E-18
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.66E-37  5.20E-25  4.76E-18  7.59E-16
             6.23E-15  1.07E-14  7.17E-15  3.50E-15  1.07E-15  4.05E-16  1.48E-16  3.81E-17  1.36E-17
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.04E-37  5.88E-25  4.61E-18  6.11E-16
             4.50E-15  7.25E-15  4.77E-15  2.30E-15  7.03E-16  2.65E-16  9.65E-17  2.49E-17  8.85E-18
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.15E-37  5.24E-25  3.62E-18  3.94E-16
             2.48E-15  3.56E-15  2.25E-15  1.06E-15  3.20E-16  1.20E-16  4.36E-17  1.12E-17  3.99E-18
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.24E-37  1.06E-25  7.26E-19  7.82E-17
             4.87E-16  6.92E-16  4.35E-16  2.05E-16  6.17E-17  2.31E-17  8.41E-18  2.17E-18  7.70E-19
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.78E-39  2.37E-27  1.68E-20  1.89E-18
             1.23E-17  1.81E-17  1.15E-17  5.49E-18  1.66E-18  6.22E-19  2.26E-19  5.83E-20  2.07E-20
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.06E-38  2.01E-26  1.62E-19  2.06E-17
             1.47E-16  2.35E-16  1.54E-16  7.46E-17  2.28E-17  8.57E-18  3.13E-18  8.06E-19  2.87E-19
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.78E-37  1.90E-25  1.50E-18  1.72E-16
             1.11E-15  1.62E-15  1.03E-15  4.87E-16  1.47E-16  5.51E-17  2.00E-17  5.16E-18  1.84E-18
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.53E-37  2.98E-25  3.21E-18  5.16E-16
             4.25E-15  7.31E-15  4.92E-15  2.40E-15  7.38E-16  2.78E-16  1.02E-16  2.62E-17  9.33E-18
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.08E-37  3.77E-25  3.33E-18  4.11E-16
             2.81E-15  4.28E-15  2.76E-15  1.32E-15  4.00E-16  1.50E-16  5.47E-17  1.41E-17  5.01E-18
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.65E-37  3.29E-25  2.82E-18  3.26E-16
             2.09E-15  3.03E-15  1.92E-15  9.07E-16  2.73E-16  1.02E-16  3.73E-17  9.60E-18  3.41E-18
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.53E-38  6.88E-26  5.89E-19  6.77E-17
             4.33E-16  6.23E-16  3.93E-16  1.86E-16  5.60E-17  2.10E-17  7.63E-18  1.96E-18  6.99E-19
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.01E-39  2.50E-27  2.15E-20  2.49E-18
             1.60E-17  2.32E-17  1.47E-17  6.95E-18  2.09E-18  7.84E-19  2.86E-19  7.35E-20  2.61E-20
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.88E-39  9.43E-27  9.81E-20  1.42E-17
             1.11E-16  1.86E-16  1.25E-16  6.10E-17  1.87E-17  7.06E-18  2.58E-18  6.65E-19  2.37E-19
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.14E-38  1.18E-25  1.13E-18  1.40E-16
             9.43E-16  1.42E-15  9.09E-16  4.33E-16  1.31E-16  4.92E-17  1.79E-17  4.62E-18  1.64E-18
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-37  1.87E-25  2.47E-18  4.34E-16
             3.74E-15  6.61E-15  4.48E-15  2.20E-15  6.77E-16  2.55E-16  9.33E-17  2.41E-17  8.57E-18
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.73E-37  2.76E-25  2.89E-18  3.82E-16
             2.72E-15  4.24E-15  2.76E-15  1.33E-15  4.04E-16  1.52E-16  5.53E-17  1.43E-17  5.07E-18
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-37  2.30E-25  2.32E-18  2.83E-16
             1.88E-15  2.77E-15  1.76E-15  8.36E-16  2.52E-16  9.46E-17  3.45E-17  8.87E-18  3.16E-18
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.89E-38  4.66E-26  4.67E-19  5.66E-17
             3.72E-16  5.46E-16  3.47E-16  1.64E-16  4.96E-17  1.86E-17  6.77E-18  1.74E-18  6.20E-19
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.30E-39  2.10E-27  2.11E-20  2.58E-18
             1.71E-17  2.53E-17  1.61E-17  7.66E-18  2.31E-18  8.67E-19  3.16E-19  8.13E-20  2.89E-20
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.97E-39  5.16E-27  6.57E-20  1.07E-17
             8.98E-17  1.58E-16  1.08E-16  5.28E-17  1.63E-17  6.15E-18  2.25E-18  5.80E-19  2.07E-19
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.70E-38  8.47E-26  9.29E-19  1.20E-16
             8.34E-16  1.28E-15  8.23E-16  3.94E-16  1.19E-16  4.48E-17  1.63E-17  4.21E-18  1.50E-18
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.88E-38  1.32E-25  2.01E-18  3.75E-16
             3.33E-15  5.98E-15  4.08E-15  2.01E-15  6.19E-16  2.34E-16  8.55E-17  2.21E-17  7.85E-18
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-37  2.03E-25  2.42E-18  3.41E-16
             2.52E-15  4.05E-15  2.66E-15  1.28E-15  3.92E-16  1.47E-16  5.38E-17  1.39E-17  4.93E-18
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.89E-38  1.72E-25  1.94E-18  2.47E-16
             1.68E-15  2.51E-15  1.60E-15  7.64E-16  2.31E-16  8.66E-17  3.16E-17  8.13E-18  2.89E-18
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.69E-38  3.29E-26  3.68E-19  4.66E-17
             3.13E-16  4.65E-16  2.97E-16  1.41E-16  4.26E-17  1.60E-17  5.82E-18  1.50E-18  5.33E-19
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.59E-40  1.67E-27  1.88E-20  2.40E-18
             1.63E-17  2.45E-17  1.57E-17  7.47E-18  2.26E-18  8.47E-19  3.09E-19  7.95E-20  2.83E-20

   INREP
   -----
     3       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.60E-37  3.29E-26  1.25E-19  1.40E-15  3.14E-14
             1.05E-13  1.09E-13  6.28E-14  2.83E-14  8.30E-15  3.08E-15  1.12E-15  2.87E-16  1.02E-16
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-32  1.13E-22  1.43E-16  1.36E-14
             8.37E-14  1.19E-13  7.54E-14  3.56E-14  1.07E-14  4.02E-15  1.46E-15  3.76E-16  1.34E-16
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.01E-34  1.27E-23  3.71E-17  3.84E-15
             2.53E-14  3.81E-14  2.46E-14  1.17E-14  3.55E-15  1.33E-15  4.86E-16  1.25E-16  4.46E-17
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-35  4.39E-24  2.36E-17  2.85E-15
             2.01E-14  3.15E-14  2.06E-14  9.89E-15  3.01E-15  1.13E-15  4.13E-16  1.06E-16  3.78E-17
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.40E-36  1.93E-24  1.51E-17  2.02E-15
             1.50E-14  2.44E-14  1.61E-14  7.77E-15  2.37E-15  8.92E-16  3.26E-16  8.39E-17  2.99E-17
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.08E-36  1.28E-24  1.16E-17  1.51E-15
             1.09E-14  1.71E-14  1.12E-14  5.38E-15  1.64E-15  6.16E-16  2.25E-16  5.79E-17  2.06E-17
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.54E-37  8.70E-25  9.40E-18  1.31E-15
             9.77E-15  1.58E-14  1.04E-14  5.03E-15  1.53E-15  5.78E-16  2.11E-16  5.43E-17  1.93E-17
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.31E-37  6.32E-25  7.75E-18  1.14E-15
             8.78E-15  1.45E-14  9.60E-15  4.65E-15  1.42E-15  5.36E-16  1.95E-16  5.04E-17  1.79E-17
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.09E-37  4.62E-25  6.29E-18  9.78E-16
             7.76E-15  1.30E-14  8.72E-15  4.24E-15  1.30E-15  4.90E-16  1.79E-16  4.61E-17  1.64E-17
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.50E-37  3.69E-25  5.45E-18  8.81E-16
             7.16E-15  1.22E-14  8.21E-15  4.00E-15  1.23E-15  4.64E-16  1.69E-16  4.37E-17  1.55E-17
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.22E-37  3.26E-25  4.99E-18  8.07E-16
             6.53E-15  1.11E-14  7.46E-15  3.64E-15  1.12E-15  4.21E-16  1.54E-16  3.96E-17  1.41E-17
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.69E-38  2.77E-25  4.46E-18  7.39E-16
             6.07E-15  1.04E-14  7.02E-15  3.43E-15  1.05E-15  3.97E-16  1.45E-16  3.74E-17  1.33E-17
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.88E-38  2.38E-25  3.99E-18  6.78E-16
             5.65E-15  9.80E-15  6.62E-15  3.24E-15  9.95E-16  3.75E-16  1.37E-16  3.54E-17  1.26E-17
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.61E-38  2.09E-25  3.62E-18  6.26E-16
             5.28E-15  9.22E-15  6.24E-15  3.05E-15  9.39E-16  3.54E-16  1.29E-16  3.34E-17  1.19E-17
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.97E-38  1.68E-25  3.12E-18  5.66E-16
             4.91E-15  8.72E-15  5.94E-15  2.91E-15  8.98E-16  3.39E-16  1.24E-16  3.20E-17  1.14E-17
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.94E-38  1.40E-25  2.75E-18  5.18E-16
             4.60E-15  8.30E-15  5.67E-15  2.79E-15  8.61E-16  3.25E-16  1.19E-16  3.07E-17  1.09E-17
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.19E-38  1.17E-25  2.43E-18  4.77E-16
             4.33E-15  7.91E-15  5.43E-15  2.68E-15  8.28E-16  3.13E-16  1.14E-16  2.95E-17  1.05E-17
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.41E-38  9.23E-26  2.06E-18  4.26E-16
             3.99E-15  7.42E-15  5.12E-15  2.53E-15  7.84E-16  2.96E-16  1.08E-16  2.80E-17  9.96E-18
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.74E-38  6.92E-26  1.68E-18  3.73E-16
             3.61E-15  6.83E-15  4.74E-15  2.35E-15  7.28E-16  2.75E-16  1.01E-16  2.60E-17  9.26E-18
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-38  4.69E-26  1.29E-18  3.08E-16
             3.10E-15  5.97E-15  4.17E-15  2.07E-15  6.44E-16  2.44E-16  8.92E-17  2.30E-17  8.20E-18
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.77E-39  3.70E-26  1.09E-18  2.72E-16
             2.79E-15  5.43E-15  3.80E-15  1.89E-15  5.88E-16  2.23E-16  8.14E-17  2.10E-17  7.49E-18
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.17E-39  2.66E-26  8.58E-19  2.26E-16
             2.36E-15  4.65E-15  3.26E-15  1.63E-15  5.06E-16  1.92E-16  7.01E-17  1.81E-17  6.45E-18
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.96E-39  2.16E-26  7.38E-19  2.00E-16
             2.11E-15  4.18E-15  2.94E-15  1.47E-15  4.56E-16  1.73E-16  6.32E-17  1.63E-17  5.81E-18
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.66E-39  1.62E-26  5.94E-19  1.66E-16
             1.78E-15  3.54E-15  2.49E-15  1.24E-15  3.87E-16  1.47E-16  5.37E-17  1.39E-17  4.94E-18
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.77E-39  1.24E-26  4.83E-19  1.39E-16
             1.50E-15  3.00E-15  2.12E-15  1.06E-15  3.29E-16  1.25E-16  4.56E-17  1.18E-17  4.20E-18
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.89E-39  8.58E-27  3.59E-19  1.06E-16
             1.16E-15  2.33E-15  1.65E-15  8.23E-16  2.57E-16  9.72E-17  3.56E-17  9.19E-18  3.27E-18
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-39  5.74E-27  2.57E-19  7.77E-17
             8.54E-16  1.72E-15  1.22E-15  6.10E-16  1.90E-16  7.21E-17  2.64E-17  6.82E-18  2.43E-18
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.57E-40  3.07E-27  1.50E-19  4.67E-17
             5.19E-16  1.05E-15  7.45E-16  3.73E-16  1.16E-16  4.41E-17  1.61E-17  4.17E-18  1.49E-18
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.40E-40  2.07E-27  1.04E-19  3.26E-17
             3.63E-16  7.38E-16  5.23E-16  2.62E-16  8.17E-17  3.10E-17  1.13E-17  2.93E-18  1.04E-18
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.48E-40  1.17E-27  6.03E-20  1.92E-17
             2.14E-16  4.36E-16  3.10E-16  1.55E-16  4.84E-17  1.84E-17  6.72E-18  1.74E-18  6.18E-19
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-40  7.67E-28  4.00E-20  1.27E-17
             1.43E-16  2.91E-16  2.07E-16  1.04E-16  3.24E-17  1.23E-17  4.50E-18  1.16E-18  4.14E-19
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.64E-41  4.12E-28  2.18E-20  6.97E-18
             7.84E-17  1.60E-16  1.14E-16  5.71E-17  1.78E-17  6.76E-18  2.47E-18  6.39E-19  2.28E-19
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.34E-41  2.55E-28  1.36E-20  4.36E-18
             4.90E-17  1.00E-16  7.14E-17  3.58E-17  1.12E-17  4.24E-18  1.55E-18  4.01E-19  1.43E-19
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.57E-41  1.23E-28  6.60E-21  2.13E-18
