SEQ='B '     NUCCHG=10                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  24217863.3   NPRNTI= 4   NPRNTF=10
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   339     3    1S2 2S1 2P1 6D1     (4)1( 2.5)  1261018.1 
   340     3    1S2 2S1 2P1 6D1     (4)2( 1.5)  1261190.3 
   341     3    1S2 2S1 2P1 6D1     (4)2( 0.5)  1261278.3 
   342     4    1S2 2S1 2P1 6D1     (4)3( 4.5)  1261286.3 
   343     3    1S2 2S1 2P1 6D1     (2)2( 1.5)  1261827.3*     0.00E+00  0.00E+00
   344     4    1S2 2S1 2P1 6D1     (4)2( 3.5)  1262102.1*     0.00E+00  0.00E+00  0.00E+00
   345     3    1S2 2S1 2P1 6D1     (2)2( 2.5)  1262163.0*     0.00E+00  0.00E+00
   346     4    1S2 2S1 2P1 6D1     (4)2( 2.5)  1262378.1*     0.00E+00  0.00E+00  0.00E+00
   347     2    1S2 2S1 2P1 6F1     (4)3( 2.5)  1262406.9*     0.00E+00
   348     2    1S2 2S1 2P1 6F1     (4)3( 3.5)  1262443.2*     0.00E+00
   349     4    1S2 2S1 2P1 6D1     (4)1( 1.5)  1262485.2*     0.00E+00  0.00E+00  0.00E+00
   350     4    1S2 2S1 2P1 6D1     (4)1( 0.5)  1262545.2*     0.00E+00  0.00E+00  0.00E+00
   351     2    1S2 2S1 2P1 6G1     (2)3( 3.5)  1262687.0*     0.00E+00
   352     2    1S2 2S1 2P1 6G1     (4)4( 4.5)  1262691.3*     0.00E+00
   353     2    1S2 2S1 2P1 6H1     (2)4( 4.5)  1262710.5*     0.00E+00
   354     2    1S2 2S1 2P1 6H1     (2)6( 5.5)  1262712.5*     0.00E+00
   355     3    1S2 2S1 2P1 6F1     (4)3( 1.5)  1262838.6*     0.00E+00  0.00E+00
   356     3    1S2 2S1 2P1 6F1     (2)3( 2.5)  1262879.2*     0.00E+00  0.00E+00
   357     3    1S2 2S1 2P1 6F1     (4)3( 4.5)  1262925.5*     0.00E+00  0.00E+00
   358     3    1S2 2S1 2P1 6F1     (2)3( 3.5)  1262985.9*     0.00E+00  0.00E+00
   359     3    1S2 2S1 2P1 6G1     (4)4( 2.5)  1263189.8*     0.00E+00  0.00E+00
   360     3    1S2 2S1 2P1 6G1     (2)4( 3.5)  1263194.4*     0.00E+00  0.00E+00
   361     3    1S2 2S1 2P1 6G1     (4)4( 5.5)  1263242.1*     0.00E+00  0.00E+00
   362     3    1S2 2S1 2P1 6G1     (2)4( 4.5)  1263242.4*     0.00E+00  0.00E+00
   363     3    1S2 2S1 2P1 6F1     (4)4( 2.5)  1263259.3*     0.00E+00  0.00E+00
   364     3    1S2 2S1 2P1 6H1     (4)5( 3.5)  1263263.5*     0.00E+00  0.00E+00
   365     3    1S2 2S1 2P1 6H1     (2)5( 4.5)  1263265.4*     0.00E+00  0.00E+00
   366     3    1S2 2S1 2P1 6H1     (4)6( 5.5)  1263285.2*     0.00E+00  0.00E+00
   367     3    1S2 2S1 2P1 6H1     (4)6( 6.5)  1263287.0*     0.00E+00  0.00E+00
   368     3    1S2 2S1 2P1 6F1     (2)4( 3.5)  1263337.9*     0.00E+00  0.00E+00
   369     3    1S2 2S1 2P1 6H1     (4)6( 4.5)  1263385.4*     0.00E+00  0.00E+00
   370     3    1S2 2S1 2P1 6H1     (4)4( 5.5)  1263387.3*     0.00E+00  0.00E+00
   371     3    1S2 2S1 2P1 6G1     (4)5( 3.5)  1263425.2*     0.00E+00  0.00E+00
   372     3    1S2 2S1 2P1 6G1     (4)3( 4.5)  1263429.6*     0.00E+00  0.00E+00
   373     4    1S2 2S1 2P1 6D1     (2)3( 2.5)  1263693.4*     0.00E+00  0.00E+00  0.00E+00
   374     4    1S2 2S1 2P1 6F1     (4)4( 4.5)  1264099.9*     0.00E+00  0.00E+00  0.00E+00
   375     4    1S2 2S1 2P1 6F1     (4)2( 3.5)  1264163.5*     0.00E+00  0.00E+00  0.00E+00
   376     4    1S2 2S1 2P1 6F1     (4)4( 5.5)  1264304.1*     0.00E+00  0.00E+00  0.00E+00
   377     4    1S2 2S1 2P1 6F1     (4)2( 2.5)  1264305.4*     0.00E+00  0.00E+00  0.00E+00
   378     4    1S2 2S1 2P1 6F1     (4)4( 3.5)  1264307.7*     0.00E+00  0.00E+00  0.00E+00
   379     4    1S2 2S1 2P1 6D1     (2)1( 1.5)  1264401.5*     0.00E+00  0.00E+00  0.00E+00
   380     4    1S2 2S1 2P1 6G1     (4)5( 4.5)  1264444.0*     0.00E+00  0.00E+00  0.00E+00
   381     4    1S2 2S1 2P1 6G1     (4)5( 5.5)  1264444.9*     0.00E+00  0.00E+00  0.00E+00
   382     4    1S2 2S1 2P1 6G1     (4)4( 3.5)  1264454.7*     0.00E+00  0.00E+00  0.00E+00
   383     4    1S2 2S1 2P1 6G1     (2)5( 4.5)  1264456.1*     0.00E+00  0.00E+00  0.00E+00
   384     4    1S2 2S1 2P1 6D1     (2)3( 3.5)  1264477.7*     0.00E+00  0.00E+00  0.00E+00
   385     4    1S2 2S1 2P1 6H1     (4)5( 4.5)  1264488.5*     0.00E+00  0.00E+00  0.00E+00
   386     4    1S2 2S1 2P1 6H1     (4)5( 5.5)  1264490.1*     0.00E+00  0.00E+00  0.00E+00
   387     4    1S2 2S1 2P1 6H1     (2)5( 5.5)  1264492.9*     0.00E+00  0.00E+00  0.00E+00
   388     4    1S2 2S1 2P1 6H1     (4)5( 6.5)  1264494.6*     0.00E+00  0.00E+00  0.00E+00
   389     4    1S2 2S1 2P1 6F1     (4)2( 1.5)  1264499.9*     0.00E+00  0.00E+00  0.00E+00
   390     4    1S2 2S1 2P1 6H1     (4)4( 3.5)  1264552.7*     0.00E+00  0.00E+00  0.00E+00
   391     4    1S2 2S1 2P1 6H1     (4)4( 4.5)  1264554.5*     0.00E+00  0.00E+00  0.00E+00
   392     4    1S2 2S1 2P1 6F1     (2)2( 2.5)  1264573.5*     0.00E+00  0.00E+00  0.00E+00
   393     4    1S2 2S1 2P1 6G1     (4)3( 2.5)  1264582.6*     0.00E+00  0.00E+00  0.00E+00
   394     4    1S2 2S1 2P1 6G1     (4)3( 3.5)  1264584.3*     0.00E+00  0.00E+00  0.00E+00
   395     4    1S2 2S1 2P1 6H1     (2)6( 6.5)  1264595.4*     0.00E+00  0.00E+00  0.00E+00
   396     4    1S2 2S1 2P1 6H1     (4)6( 7.5)  1264597.1*     0.00E+00  0.00E+00  0.00E+00
   397     4    1S2 2S1 2P1 6F1     (4)2( 0.5)  1264611.3*     0.00E+00  0.00E+00  0.00E+00
   398     4    1S2 2S1 2P1 6G1     (4)5( 6.5)  1264617.7*     0.00E+00  0.00E+00  0.00E+00
   399     4    1S2 2S1 2P1 6G1     (2)5( 5.5)  1264628.8*     0.00E+00  0.00E+00  0.00E+00
   400     4    1S2 2S1 2P1 6H1     (4)4( 2.5)  1264633.6*     0.00E+00  0.00E+00  0.00E+00
   401     4    1S2 2S1 2P1 6H1     (2)4( 3.5)  1264635.5*     0.00E+00  0.00E+00  0.00E+00
   402     4    1S2 2S1 2P1 6F1     (2)4( 4.5)  1264673.3*     0.00E+00  0.00E+00  0.00E+00
   403     4    1S2 2S1 2P1 6G1     (4)3( 1.5)  1264704.8*     0.00E+00  0.00E+00  0.00E+00
   404     4    1S2 2S1 2P1 6G1     (2)3( 2.5)  1264715.7*     0.00E+00  0.00E+00  0.00E+00
   405     4    1S2 2S1 2P1 6F1     (2)2( 1.5)  1264857.1*     0.00E+00  0.00E+00  0.00E+00
   406     4    1S2 2S1 2P1 6D1     (2)1( 0.5)  1264868.4*     0.00E+00  0.00E+00  0.00E+00
   407     2    1S2 2S1 2P1 7S1     (4)1( 0.5)  1284617.4*     0.00E+00
   408     3    1S2 2S1 2P1 7S1     (4)1( 1.5)  1285179.1*     0.00E+00  0.00E+00
   409     3    1S2 2S1 2P1 7S1     (2)1( 0.5)  1286059.5*     0.00E+00  0.00E+00
   410     4    1S2 2S1 2P1 7S1     (4)1( 2.5)  1286302.4*     0.00E+00  0.00E+00  0.00E+00
   411     4    1S2 2S1 2P1 7S1     (2)1( 1.5)  1287320.7*     0.00E+00  0.00E+00  0.00E+00
   412     2    1S2 2S1 2P1 7P1     (4)2( 0.5)  1287588.4*     0.00E+00
   413     2    1S2 2S1 2P1 7P1     (4)2( 1.5)  1287841.0*     0.00E+00
   414     3    1S2 2S1 2P1 7P1     (4)2( 2.5)  1288327.0*     0.00E+00  0.00E+00
   415     3    1S2 2S1 2P1 7P1     (4)0( 1.5)  1288352.4*     0.00E+00  0.00E+00
   416     3    1S2 2S1 2P1 7P1     (2)1( 0.5)  1288506.8*     0.00E+00  0.00E+00
   417     3    1S2 2S1 2P1 7P1     (4)1( 0.5)  1288894.8*     0.00E+00  0.00E+00
   418     3    1S2 2S1 2P1 7P1     (2)1( 1.5)  1289043.2*     0.00E+00  0.00E+00
   419     4    1S2 2S1 2P1 7P1     (4)2( 3.5)  1289298.6*     0.00E+00  0.00E+00  0.00E+00
   420     4    1S2 2S1 2P1 7P1     (4)1( 1.5)  1289849.9*     0.00E+00  0.00E+00  0.00E+00
   421     4    1S2 2S1 2P1 7P1     (4)1( 2.5)  1289882.6*     0.00E+00  0.00E+00  0.00E+00
   422     4    1S2 2S1 2P1 7P1     (2)2( 1.5)  1289906.9*     0.00E+00  0.00E+00  0.00E+00
   423     2    1S2 2S1 2P1 7D1     (4)3( 1.5)  1290028.6*     0.00E+00
   424     2    1S2 2S1 2P1 7D1     (4)3( 2.5)  1290253.9*     0.00E+00
   425     4    1S2 2S1 2P1 7P1     (2)2( 2.5)  1290583.8*     0.00E+00  0.00E+00  0.00E+00
   426     3    1S2 2S1 2P1 7D1     (4)3( 3.5)  1290709.0*     0.00E+00  0.00E+00
   427     3    1S2 2S1 2P1 7D1     (4)1( 2.5)  1290918.7*     0.00E+00  0.00E+00
   428     3    1S2 2S1 2P1 7D1     (4)2( 1.5)  1291092.8*     0.00E+00  0.00E+00
   429     3    1S2 2S1 2P1 7D1     (4)2( 0.5)  1291181.3*     0.00E+00  0.00E+00
   430     4    1S2 2S1 2P1 7P1     (2)0( 0.5)  1291196.6*     0.00E+00  0.00E+00  0.00E+00
   431     3    1S2 2S1 2P1 7D1     (2)2( 1.5)  1291552.2*     0.00E+00  0.00E+00
   432     4    1S2 2S1 2P1 7D1     (4)3( 4.5)  1291620.8*     0.00E+00  0.00E+00  0.00E+00
   433     2    1S2 2S1 2P1 7F1     (4)4( 2.5)  1291638.6*     0.00E+00
   434     2    1S2 2S1 2P1 7F1     (4)2( 3.5)  1291668.1*     0.00E+00
   435     2    1S2 2S1 2P1 7G1     (2)3( 3.5)  1291815.2*     0.00E+00
   436     2    1S2 2S1 2P1 7G1     (2)5( 4.5)  1291818.2*     0.00E+00
   437     2    1S2 2S1 2P1 7H1     (2)4( 4.5)  1291828.5*     0.00E+00
   438     2    1S2 2S1 2P1 7H1     (2)6( 5.5)  1291829.7*     0.00E+00
   439     3    1S2 2S1 2P1 7D1     (2)2( 2.5)  1291842.7*     0.00E+00  0.00E+00
   440     4    1S2 2S1 2P1 7D1     (4)2( 3.5)  1292089.0*     0.00E+00  0.00E+00  0.00E+00
   441     3    1S2 2S1 2P1 7F1     (4)3( 1.5)  1292144.3*     0.00E+00  0.00E+00
   442     3    1S2 2S1 2P1 7F1     (2)3( 2.5)  1292164.0*     0.00E+00  0.00E+00
   443     3    1S2 2S1 2P1 7F1     (4)3( 4.5)  1292190.2*     0.00E+00  0.00E+00
   444     3    1S2 2S1 2P1 7F1     (4)4( 3.5)  1292222.4*     0.00E+00  0.00E+00
   445     4    1S2 2S1 2P1 7D1     (4)2( 2.5)  1292264.9*     0.00E+00  0.00E+00  0.00E+00
   446     4    1S2 2S1 2P1 7D1     (4)1( 1.5)  1292354.1*     0.00E+00  0.00E+00  0.00E+00
   447     3    1S2 2S1 2P1 7G1     (4)4( 2.5)  1292357.7*     0.00E+00  0.00E+00
   448     3    1S2 2S1 2P1 7G1     (2)4( 3.5)  1292360.7*     0.00E+00  0.00E+00
   449     3    1S2 2S1 2P1 7G1     (4)5( 5.5)  1292388.9*     0.00E+00  0.00E+00
   450     3    1S2 2S1 2P1 7G1     (4)5( 4.5)  1292389.5*     0.00E+00  0.00E+00
   451     4    1S2 2S1 2P1 7D1     (4)1( 0.5)  1292394.6*     0.00E+00  0.00E+00  0.00E+00
   452     3    1S2 2S1 2P1 7H1     (4)5( 3.5)  1292400.7*     0.00E+00  0.00E+00
   453     3    1S2 2S1 2P1 7H1     (2)5( 4.5)  1292402.0*     0.00E+00  0.00E+00
   454     3    1S2 2S1 2P1 7F1     (4)3( 2.5)  1292407.0*     0.00E+00  0.00E+00
   455     3    1S2 2S1 2P1 7H1     (4)6( 5.5)  1292413.9*     0.00E+00  0.00E+00
   456     3    1S2 2S1 2P1 7H1     (4)6( 6.5)  1292415.0*     0.00E+00  0.00E+00
   457     3    1S2 2S1 2P1 7F1     (2)4( 3.5)  1292448.2*     0.00E+00  0.00E+00
   458     3    1S2 2S1 2P1 7H1     (4)6( 4.5)  1292475.5*     0.00E+00  0.00E+00
   459     3    1S2 2S1 2P1 7H1     (4)4( 5.5)  1292476.7*     0.00E+00  0.00E+00
   460     3    1S2 2S1 2P1 7G1     (4)5( 3.5)  1292500.1*     0.00E+00  0.00E+00
   461     3    1S2 2S1 2P1 7G1     (4)3( 4.5)  1292502.7*     0.00E+00  0.00E+00
   462     4    1S2 2S1 2P1 7D1     (2)3( 2.5)  1292925.4*     0.00E+00  0.00E+00  0.00E+00
   463     4    1S2 2S1 2P1 7F1     (4)4( 4.5)  1293356.4*     0.00E+00  0.00E+00  0.00E+00
   464     4    1S2 2S1 2P1 7F1     (4)3( 3.5)  1293388.1*     0.00E+00  0.00E+00  0.00E+00
   465     4    1S2 2S1 2P1 7D1     (2)1( 1.5)  1293412.0*     0.00E+00  0.00E+00  0.00E+00
   466     4    1S2 2S1 2P1 7F1     (4)2( 2.5)  1293471.2*     0.00E+00  0.00E+00  0.00E+00
   467     4    1S2 2S1 2P1 7F1     (2)3( 3.5)  1293484.7*     0.00E+00  0.00E+00  0.00E+00
   468     4    1S2 2S1 2P1 7F1     (4)4( 5.5)  1293488.6*     0.00E+00  0.00E+00  0.00E+00
   469     4    1S2 2S1 2P1 7D1     (2)3( 3.5)  1293556.5*     0.00E+00  0.00E+00  0.00E+00
   470     4    1S2 2S1 2P1 7G1     (4)4( 4.5)  1293588.5*     0.00E+00  0.00E+00  0.00E+00
   471     4    1S2 2S1 2P1 7G1     (4)4( 5.5)  1293589.0*     0.00E+00  0.00E+00  0.00E+00
   472     4    1S2 2S1 2P1 7G1     (4)4( 3.5)  1293595.4*     0.00E+00  0.00E+00  0.00E+00
   473     4    1S2 2S1 2P1 7G1     (2)4( 4.5)  1293596.7*     0.00E+00  0.00E+00  0.00E+00
   474     4    1S2 2S1 2P1 7F1     (4)2( 1.5)  1293602.4*     0.00E+00  0.00E+00  0.00E+00
   475     4    1S2 2S1 2P1 7H1     (4)5( 4.5)  1293621.9*     0.00E+00  0.00E+00  0.00E+00
   476     4    1S2 2S1 2P1 7H1     (4)5( 5.5)  1293622.9*     0.00E+00  0.00E+00  0.00E+00
   477     4    1S2 2S1 2P1 7H1     (2)5( 5.5)  1293624.5*     0.00E+00  0.00E+00  0.00E+00
   478     4    1S2 2S1 2P1 7H1     (4)5( 6.5)  1293625.5*     0.00E+00  0.00E+00  0.00E+00
   479     4    1S2 2S1 2P1 7F1     (2)2( 2.5)  1293645.1*     0.00E+00  0.00E+00  0.00E+00
   480     4    1S2 2S1 2P1 7H1     (4)4( 3.5)  1293661.7*     0.00E+00  0.00E+00  0.00E+00
   481     4    1S2 2S1 2P1 7H1     (4)4( 4.5)  1293662.8*     0.00E+00  0.00E+00  0.00E+00
   482     4    1S2 2S1 2P1 7G1     (4)3( 2.5)  1293674.6*     0.00E+00  0.00E+00  0.00E+00
   483     4    1S2 2S1 2P1 7G1     (4)3( 3.5)  1293675.8*     0.00E+00  0.00E+00  0.00E+00
   484     4    1S2 2S1 2P1 7F1     (4)2( 0.5)  1293683.8*     0.00E+00  0.00E+00  0.00E+00
   485     4    1S2 2S1 2P1 7H1     (2)6( 6.5)  1293690.8*     0.00E+00  0.00E+00  0.00E+00
   486     4    1S2 2S1 2P1 7H1     (4)6( 7.5)  1293691.7*     0.00E+00  0.00E+00  0.00E+00
   487     4    1S2 2S1 2P1 7G1     (4)5( 6.5)  1293701.8*     0.00E+00  0.00E+00  0.00E+00
   488     4    1S2 2S1 2P1 7G1     (2)5( 5.5)  1293711.2*     0.00E+00  0.00E+00  0.00E+00
   489     4    1S2 2S1 2P1 7H1     (4)4( 2.5)  1293714.7*     0.00E+00  0.00E+00  0.00E+00
   490     4    1S2 2S1 2P1 7H1     (2)4( 3.5)  1293716.0*     0.00E+00  0.00E+00  0.00E+00
   491     4    1S2 2S1 2P1 7F1     (2)4( 4.5)  1293731.4*     0.00E+00  0.00E+00  0.00E+00
   492     4    1S2 2S1 2P1 7G1     (4)3( 1.5)  1293757.1*     0.00E+00  0.00E+00  0.00E+00
   493     4    1S2 2S1 2P1 7G1     (2)3( 2.5)  1293765.4*     0.00E+00  0.00E+00  0.00E+00
   494     4    1S2 2S1 2P1 7D1     (2)1( 0.5)  1293796.1*     0.00E+00  0.00E+00  0.00E+00
   495     4    1S2 2S1 2P1 7F1     (2)2( 1.5)  1293843.2*     0.00E+00  0.00E+00  0.00E+00
   496     2    1S2 2S1 2P1 8S1     (4)1( 0.5)  1305964.2*     0.00E+00
   497     3    1S2 2S1 2P1 8S1     (4)1( 1.5)  1306524.8*     0.00E+00  0.00E+00
   498     3    1S2 2S1 2P1 8S1     (2)1( 0.5)  1307055.5*     0.00E+00  0.00E+00
   499     4    1S2 2S1 2P1 8S1     (4)1( 2.5)  1307670.6*     0.00E+00  0.00E+00  0.00E+00
   500     2    1S2 2S1 2P1 8P1     (4)2( 0.5)  1307937.4*     0.00E+00
   501     2    1S2 2S1 2P1 8P1     (4)2( 1.5)  1308134.2*     0.00E+00
   502     4    1S2 2S1 2P1 8S1     (2)1( 1.5)  1308319.3*     0.00E+00  0.00E+00  0.00E+00
   503     3    1S2 2S1 2P1 8P1     (4)1( 1.5)  1308586.3*     0.00E+00  0.00E+00
   504     3    1S2 2S1 2P1 8P1     (4)2( 2.5)  1308632.9*     0.00E+00  0.00E+00
   505     3    1S2 2S1 2P1 8P1     (2)1( 0.5)  1308743.4*     0.00E+00  0.00E+00
   506     3    1S2 2S1 2P1 8P1     (4)1( 0.5)  1308989.5*     0.00E+00  0.00E+00
   507     3    1S2 2S1 2P1 8P1     (2)2( 1.5)  1309109.3*     0.00E+00  0.00E+00
   508     2    1S2 2S1 2P1 8D1     (4)3( 1.5)  1309569.0*     0.00E+00
   509     4    1S2 2S1 2P1 8P1     (4)2( 3.5)  1309662.6*     0.00E+00  0.00E+00  0.00E+00
   510     2    1S2 2S1 2P1 8D1     (4)3( 2.5)  1309748.3*     0.00E+00
   511     4    1S2 2S1 2P1 8P1     (2)1( 1.5)  1309999.3*     0.00E+00  0.00E+00  0.00E+00
   512     4    1S2 2S1 2P1 8P1     (4)0( 1.5)  1310019.8*     0.00E+00  0.00E+00  0.00E+00
   513     4    1S2 2S1 2P1 8P1     (4)1( 2.5)  1310023.5*     0.00E+00  0.00E+00  0.00E+00
   514     3    1S2 2S1 2P1 8D1     (4)3( 3.5)  1310216.7*     0.00E+00  0.00E+00
   515     3    1S2 2S1 2P1 8D1     (4)1( 2.5)  1310278.7*     0.00E+00  0.00E+00
   516     3    1S2 2S1 2P1 8D1     (4)2( 1.5)  1310430.9*     0.00E+00  0.00E+00
   517     4    1S2 2S1 2P1 8P1     (2)2( 2.5)  1310491.0*     0.00E+00  0.00E+00  0.00E+00
   518     3    1S2 2S1 2P1 8D1     (4)2( 0.5)  1310510.7*     0.00E+00  0.00E+00
   519     2    1S2 2S1 2P1 8F1     (4)4( 2.5)  1310599.8*     0.00E+00
   520     2    1S2 2S1 2P1 8F1     (4)2( 3.5)  1310621.7*     0.00E+00
   521     2    1S2 2S1 2P1 8G1     (2)3( 3.5)  1310717.8*     0.00E+00
   522     2    1S2 2S1 2P1 8G1     (2)5( 4.5)  1310720.0*     0.00E+00
   523     2    1S2 2S1 2P1 8H1     (2)4( 4.5)  1310726.3*     0.00E+00
   524     2    1S2 2S1 2P1 8H1     (2)6( 5.5)  1310727.2*     0.00E+00
   525     3    1S2 2S1 2P1 8D1     (2)2( 1.5)  1310762.9*     0.00E+00  0.00E+00
   526     4    1S2 2S1 2P1 8P1     (2)0( 0.5)  1310838.8*     0.00E+00  0.00E+00  0.00E+00
   527     3    1S2 2S1 2P1 8D1     (2)3( 2.5)  1310974.3*     0.00E+00  0.00E+00
   528     3    1S2 2S1 2P1 8F1     (4)3( 1.5)  1311142.6*     0.00E+00  0.00E+00
   529     3    1S2 2S1 2P1 8F1     (2)3( 2.5)  1311152.4*     0.00E+00  0.00E+00
   530     3    1S2 2S1 2P1 8F1     (4)4( 4.5)  1311168.4*     0.00E+00  0.00E+00
   531     3    1S2 2S1 2P1 8F1     (4)4( 3.5)  1311186.5*     0.00E+00  0.00E+00
   532     4    1S2 2S1 2P1 8D1     (4)3( 4.5)  1311196.3*     0.00E+00  0.00E+00  0.00E+00
   533     3    1S2 2S1 2P1 8G1     (4)4( 2.5)  1311281.5*     0.00E+00  0.00E+00
   534     3    1S2 2S1 2P1 8G1     (2)4( 3.5)  1311283.5*     0.00E+00  0.00E+00
   535     3    1S2 2S1 2P1 8G1     (4)5( 5.5)  1311301.4*     0.00E+00  0.00E+00
   536     3    1S2 2S1 2P1 8G1     (4)5( 4.5)  1311302.0*     0.00E+00  0.00E+00
   537     3    1S2 2S1 2P1 8H1     (4)5( 3.5)  1311308.9*     0.00E+00  0.00E+00
   538     3    1S2 2S1 2P1 8H1     (2)5( 4.5)  1311309.8*     0.00E+00  0.00E+00
   539     3    1S2 2S1 2P1 8F1     (4)2( 2.5)  1311314.9*     0.00E+00  0.00E+00
   540     3    1S2 2S1 2P1 8H1     (4)6( 5.5)  1311317.6*     0.00E+00  0.00E+00
   541     3    1S2 2S1 2P1 8H1     (4)6( 6.5)  1311318.3*     0.00E+00  0.00E+00
   542     3    1S2 2S1 2P1 8F1     (2)4( 3.5)  1311339.6*     0.00E+00  0.00E+00
   543     3    1S2 2S1 2P1 8H1     (4)6( 4.5)  1311358.3*     0.00E+00  0.00E+00
   544     3    1S2 2S1 2P1 8H1     (4)4( 5.5)  1311359.1*     0.00E+00  0.00E+00
   545     3    1S2 2S1 2P1 8G1     (4)5( 3.5)  1311374.3*     0.00E+00  0.00E+00
   546     3    1S2 2S1 2P1 8G1     (4)3( 4.5)  1311376.0*     0.00E+00  0.00E+00
   547     4    1S2 2S1 2P1 8D1     (4)2( 3.5)  1311489.1*     0.00E+00  0.00E+00  0.00E+00
   548     4    1S2 2S1 2P1 8D1     (4)2( 2.5)  1311611.9*     0.00E+00  0.00E+00  0.00E+00
   549     4    1S2 2S1 2P1 8D1     (4)1( 1.5)  1311678.2*     0.00E+00  0.00E+00  0.00E+00
   550     4    1S2 2S1 2P1 8D1     (4)1( 0.5)  1311706.5*     0.00E+00  0.00E+00  0.00E+00
   551     4    1S2 2S1 2P1 8D1     (2)2( 2.5)  1311985.4*     0.00E+00  0.00E+00  0.00E+00
   552     4    1S2 2S1 2P1 8D1     (2)1( 1.5)  1312310.8*     0.00E+00  0.00E+00  0.00E+00
   553     4    1S2 2S1 2P1 8F1     (4)3( 4.5)  1312344.2*     0.00E+00  0.00E+00  0.00E+00
   554     4    1S2 2S1 2P1 8F1     (4)3( 3.5)  1312363.0*     0.00E+00  0.00E+00  0.00E+00
   555     4    1S2 2S1 2P1 8F1     (4)3( 2.5)  1312415.6*     0.00E+00  0.00E+00  0.00E+00
   556     4    1S2 2S1 2P1 8F1     (2)3( 3.5)  1312429.2*     0.00E+00  0.00E+00  0.00E+00
   557     4    1S2 2S1 2P1 8F1     (4)4( 5.5)  1312433.3*     0.00E+00  0.00E+00  0.00E+00
   558     4    1S2 2S1 2P1 8D1     (2)3( 3.5)  1312455.0*     0.00E+00  0.00E+00  0.00E+00
   559     4    1S2 2S1 2P1 8F1     (4)2( 1.5)  1312505.3*     0.00E+00  0.00E+00  0.00E+00
   560     4    1S2 2S1 2P1 8G1     (4)4( 4.5)  1312505.4*     0.00E+00  0.00E+00  0.00E+00
   561     4    1S2 2S1 2P1 8G1     (4)4( 5.5)  1312505.7*     0.00E+00  0.00E+00  0.00E+00
   562     4    1S2 2S1 2P1 8G1     (4)4( 3.5)  1312510.1*     0.00E+00  0.00E+00  0.00E+00
   563     4    1S2 2S1 2P1 8G1     (2)4( 4.5)  1312511.2*     0.00E+00  0.00E+00  0.00E+00
   564     4    1S2 2S1 2P1 8H1     (4)5( 4.5)  1312529.9*     0.00E+00  0.00E+00  0.00E+00
   565     4    1S2 2S1 2P1 8H1     (4)5( 5.5)  1312530.5*     0.00E+00  0.00E+00  0.00E+00
   566     4    1S2 2S1 2P1 8H1     (2)5( 5.5)  1312531.5*     0.00E+00  0.00E+00  0.00E+00
   567     4    1S2 2S1 2P1 8H1     (4)5( 6.5)  1312532.2*     0.00E+00  0.00E+00  0.00E+00
   568     4    1S2 2S1 2P1 8F1     (2)2( 2.5)  1312532.8*     0.00E+00  0.00E+00  0.00E+00
   569     4    1S2 2S1 2P1 8H1     (4)4( 3.5)  1312556.2*     0.00E+00  0.00E+00  0.00E+00
   570     4    1S2 2S1 2P1 8H1     (4)4( 4.5)  1312557.0*     0.00E+00  0.00E+00  0.00E+00
   571     4    1S2 2S1 2P1 8G1     (4)3( 2.5)  1312562.3*     0.00E+00  0.00E+00  0.00E+00
   572     4    1S2 2S1 2P1 8G1     (4)3( 3.5)  1312563.2*     0.00E+00  0.00E+00  0.00E+00
   573     4    1S2 2S1 2P1 8F1     (4)2( 0.5)  1312564.7*     0.00E+00  0.00E+00  0.00E+00
   574     4    1S2 2S1 2P1 8H1     (2)6( 6.5)  1312576.6*     0.00E+00  0.00E+00  0.00E+00
   575     4    1S2 2S1 2P1 8H1     (4)6( 7.5)  1312577.1*     0.00E+00  0.00E+00  0.00E+00
   576     4    1S2 2S1 2P1 8G1     (4)5( 6.5)  1312582.6*     0.00E+00  0.00E+00  0.00E+00
   577     4    1S2 2S1 2P1 8G1     (2)5( 5.5)  1312590.0*     0.00E+00  0.00E+00  0.00E+00
   578     4    1S2 2S1 2P1 8H1     (4)4( 2.5)  1312592.5*     0.00E+00  0.00E+00  0.00E+00
   579     4    1S2 2S1 2P1 8H1     (2)4( 3.5)  1312593.5*     0.00E+00  0.00E+00  0.00E+00
   580     4    1S2 2S1 2P1 8F1     (2)4( 4.5)  1312599.7*     0.00E+00  0.00E+00  0.00E+00
   581     4    1S2 2S1 2P1 8D1     (2)1( 0.5)  1312613.5*     0.00E+00  0.00E+00  0.00E+00
   582     4    1S2 2S1 2P1 8G1     (4)3( 1.5)  1312619.8*     0.00E+00  0.00E+00  0.00E+00
   583     4    1S2 2S1 2P1 8G1     (2)3( 2.5)  1312626.0*     0.00E+00  0.00E+00  0.00E+00
   584     4    1S2 2S1 2P1 8F1     (2)2( 1.5)  1312672.9*     0.00E+00  0.00E+00  0.00E+00

   NL-SHELL INDEXING & AUGER RATES                     NLREP= 55
   -------------------------------
   ILREP   N   L  M'-M =    2-1       3-1       4-1       3-2       4-2       4-3
   -----   -   -  ----
     1     1   0       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
